"created_at","text"
2020-03-05,"dow sampp and nasdaq fall more than dow down more than points as coronavirus fears weigh on markets"
2020-03-05,"uk announces its first coronavirus death"
2020-03-04,"live vp pence and coronavirus task force provide updates on covid spread in the us"
2020-03-03,"us federal reserve chairman powell holds news conference after surprise move to cut rates by half a percentage point amid coronavirus slowdown"
2020-03-03,"us federal reserve cuts rates by half a percentage point to combat coronavirus slowdown the fundamentals of the us economy remain strong however the coronavirus poses evolving risks to economic activity"
2020-03-02,"live vp pence holds briefing on coronavirus at the white house"
2020-03-02,"seattlearea officials report new coronavirus deaths bringing the total number of deaths in the us to"
2020-03-02,"live dow opens monday morning trading after dropping more than points last week amid global coronavirus concerns"
2020-02-29,"president trump on coronavirus impacts on stock markets the markets will all come back because they are strong"
2020-02-29,"watch dr anthony fauci explains who is most at risk to the coronavirus he also explains that there will be some cases that are out of the norm and those cases can confuse the public"
2020-02-29,"vp pence has announced additional us travel restrictions involving iran italy and south korea to combat the coronavirus spread follows st death from the virus in the us"
2020-02-29,"president trump says pharmaceutical companies will be coming to the white house on monday to discuss efforts to develop a coronavirus vaccine as soon as possible"
2020-02-29,"president trump says he respectfully asks media and politicians to not incite panic around the coronavirus this is something that is being handled professionally"
2020-02-29,"live president trump holds news conference on latest coronavirus updates"
2020-02-29,"health officials in washington state say a coronavirus patient has died marking the first death related to covid in the us"
2020-02-29,"president trump says that he will hold a press conference at pm et today for updates on coronavirus issues"
2020-02-28,"as the coronavirus continues to spread nbcnews medical contributor dr joseph fair curefinder is answering your questions about the outbreak covid nbcnewsthreads"
2020-02-28,"who executive dr michael ryan we are on highest alert for coronavirus spread but this is not meant to alarm or scare people it is to get governments to understand that they need to get ready you have duty to your citizens and to the world to be ready"
2020-02-28,"white house national economic council director larry kudlow reinforces the trump admin position friday that the us economy is strong enough to withstand coronavirus impacts aoeour threat assessment is low and the economy is fundamentally sounda"
2020-02-28,"who says it has increased its assessment of aoethe risk of spread and the risk of impacta of the coronavirus aoeto very high at a global levela covid"
2020-02-28,"coronavirus latest a cent deaths in china near a cent who warns virus could reach most if not all countries a cent first briton dies of virus a cent acting wh chief of staff mulvaney says that some us schools probably will have to close"
2020-02-27,"dow plunges again thursday more than points at closing comes amid global coronavirus concerns"
2020-02-27,"live blog latest news and updates on the coronavirus"
2020-02-27,"dow plunges more than points amid global coronavirus concerns down more than points on the week"
2020-02-27,"coronavirus latest a cent japan to close schools nationwide to control spread of virus a cent at least members of iranian parliament with confirmed cases a cent saudi arabia halts pilgrimages a cent cdc confirms first possible case in us with no known cause"
2020-02-27,"president trump says that his administration was taking effective steps to limit the spread of the coronavirus and that americans were at a aoevery lowa risk"
2020-02-26,"live president trump holds news conference on coronavirus efforts"
2020-02-26,"first coronavirus case in latin america is confirmed in brazil"
2020-02-25,"top public health officials say americans should prepare for the spread of the coronavirus in communities across the us aoeita cent s not so much a question of if this will happen any more but rather more a question of exactly when cdc official says"
2020-02-24,"coronavirus latest a cent near deaths in china a cent more than confirmed cases dead in south korea a cent cases confirmed in iran deaths a cent at least deaths in italy becomes worsthit country in europe"
2020-02-13,"china's hubei province sees a jump in cases of new coronavirus now named covid as the diagnosis method changes with new cases reported thursday"
2020-02-11,"new coronavirus gets official name from the who covid"
2020-02-10,"coronavirus global death toll rises to as china's health ministry confirms new cases bringing the total to more than in mainland china"
2020-02-06,"prominent chinese doctor who was punished by police when he tried to warn his fellow medics about the coronavirus has died from the disease officials at the world health organization say"
2020-02-05,"coronavirus cases have been confirmed from cruise ship quarantined in japan about people aboard the cruise ship will be quarantined for up to weeks officials say"
2020-02-04,"macau government says it will suspend casino operations in world's largest gambling hub for two weeks to curb spread of coronavirus reuters"
2020-02-03,"latest on coronavirus outbreak coronavirus death toll rises to as confirmed cases reach in china"
2020-02-01,"latest on coronavirus outbreak a cent death toll in china climbs to a cent more than confirmed cases a cent us declares public health emergency a cent th case confirmed in the us st in massachusetts more"
2020-01-31,"us declares public health emergency over coronavirus starting sunday at pm et all passengers on flights to the us who have been in hubei province in china in the last days will be subject to up to days of quarantine"
2020-01-31,"for first time in years cdc orders a federal quarantine for american evacuees who were flown to california from wuhan china amid the coronavirus outbreak"
2020-01-31,"us state dept issues warning against travel to china amid coronavirus outbreak"
2020-01-30,"as the coronavirus continues to spread in china drjohntorres is answering your questions about the outbreak nbcnewsthreads"
2020-01-30,"world health organization declares coronavirus outbreak a public health emergency of international concern"
2020-01-30,"latest on coronavirus outbreak a cent death toll in china climbs to more than confirmed cases a cent confirmed cases in us a cent india and the philippines confirm first cases a cent who holding meeting to discuss global threat"
2020-01-30,"some people are being kept on board an italian cruise ship on thursday according to reuters as tests are carried out on two passengers suspected of having caught coronavirus a spokesman for the costa crociere cruise company said"
2020-01-30,"latest on coronavirus outbreak a cent death toll in china climbs to a cent more than confirmed cases a cent americans evacuated from area near wuhan a more evacuation flights are on the way a cent number of airlines halted flights to and from china"
2020-01-29,"latest news on the coronavirus a cent more than confirmed cases a cent americans evacuated from area near wuhan a cent finland confirms first case a cent british airways halts flights to and from china a cent who to reconvene to discuss global risk"
2020-01-28,"absnbc united airlines canceled two dozen us flights to and from china the carrier announced tuesday as american health authorities stepped up efforts to battle the spreading coronavirus"
2020-01-28,"charter plane with us consulate personnel and private us citizens has departed wuhan in china upon arrival in the us the passengers will undergo medical screenings for the coronavirus and be quarantined for cdc to allow for health checks absnbc"
2020-01-28,"on tuesday the coronavirus death toll was a up from a day earlier a according to officials at chinaa cent s national health commission the number of cases has also spiked to a up from on monday a of which are considered severe"
2020-01-27,"president trump on us response to the new coronavirus we are in very close communication with china concerning the virus very few cases reported in usa but strongly on watch we have offered china and president xi any help that is necessary our experts are extraordinary"
2020-01-27,"china's coronavirus death toll climbs to as the government scrambles to contain the outbreak"
2020-01-26,"aoei am afraid that it will continue for some time and the number of cases may increasea ma xiaowei chinaa cent s health minister says the incubation period for the coronavirus can range from to days and it is infectious during this time"
2020-01-26,"cdc reports rd case of new coronavirus virus in the us health officials in california said the patient is in good condition and in isolation in a hospital"
2020-01-24,"a nd coronavirus case has been confirmed in the us the cdc says the patient a woman in her s is hospitalized in chicago and is reportedly doing well"
2020-01-24,"china expands lockdowns to cover cities with a total of about million people"
2020-01-23,"who emergency cmte says it is still too early to declare a public health emergency of international concern for the new coronavirus out of china given its restrictive and binary nature"
2020-01-23,"chinese cities on lockdown to curb the spread of the new coronavirus"
2020-01-22,"death toll from a new flulike coronavirus in china rises to with confirmed cases"
2020-01-21,"us federal health officials say a case of the coronavirus from china has been diagnosed in seattle according to reports"
2020-01-21,"number of cases of deadly new coronavirus climbed to close to in china on tuesday as health authorities in asia and around the world stepped up screenings at transport hubs in an effort to stem the spread of the pneumonialike disease"
2020-01-20,"the head of a chinese government expert team said monday that humantohuman transmission has been confirmed in an outbreak of a new coronavirus who says emergency committee meeting will be held jan"
2020-01-20,"the number of people known to have been infected with the coronavirus has jumped to over from with new cases reported in china's capital and other asian countries who has warned the virus is a new strain not previously identified in humans"
